PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
10006478,04/04/2012 07:11:48,75642,03/09/2009 14:09:11,21745,817,Why Asp.net MVC and not Asp.net MVP,As far as theory goes it seems taht Asp.net MVC framework could better be described as an **MVP** software pattern... Why not?,asp.net-mvc,mvp,,,,04/04/2012 07:41:12,not constructive,1,22,7,Why Asp.net MVC and not Asp.net MVP As far as theory goes it seems taht Asp.net MVC framework could better be described as an **MVP** software pattern... Why not?,2
4005249,10/23/2010 17:36:34,479659,10/18/2010 18:47:49,1,3,Asp.Net MVC2 best hosting.,"which Asp.Net MVC2 Hosting Service you can recommend ? 

I need Asp.Net MVC2 ;) and Mssql Database.

Thank you!!

regards

Denis",asp.net-mvc,,,,,10/23/2010 20:25:49,off topic,1,18,4,"Asp.Net MVC2 best hosting. which Asp.Net MVC2 Hosting Service you can recommend ? 

I need Asp.Net MVC2 ;) and Mssql Database.

Thank you!!

regards

Denis",1
3884577,10/07/2010 18:14:24,346431,05/20/2010 18:34:15,97,9,Password protect a whole .net mvc application?,"Hellu,

I want to put a password protection on my entire web application for development and testing purposes. I would like some simple way to do this (global asax, webconfig etc), which means I don't have to change very much in the rest of my application. The password and username can be stored in the code/webconfig or whatever.

Since I'm not hosting it by myself, I have limited access to the server (and can't modify the IIS in any way).

Anyone knows a good, simple, quick, awesome way to achieve this (other than placing the whole thing in a ""secret"" folder)?",asp.net-mvc,testing,passwords,,,01/27/2012 18:29:13,off topic,1,98,7,"Password protect a whole .net mvc application? Hellu,

I want to put a password protection on my entire web application for development and testing purposes. I would like some simple way to do this (global asax, webconfig etc), which means I don't have to change very much in the rest of my application. The password and username can be stored in the code/webconfig or whatever.

Since I'm not hosting it by myself, I have limited access to the server (and can't modify the IIS in any way).

Anyone knows a good, simple, quick, awesome way to achieve this (other than placing the whole thing in a ""secret"" folder)?",3
8680377,12/30/2011 14:17:09,42847,12/03/2008 14:48:23,2021,68,Generate a URL From Route Data ONLY,"I'm trying to do something simple in ASP.NET MVC:

    RouteValuesDictionary routeValues = GetMyRouteData();
    var url = new UrlHelper(Html.ViewContext.RequestContext);
    return url.RouteUrl(routeValues);


The problem is that no matter what I do, the url includes route data from the current request context. I want to generate a URL based on ONLY the route values from `GetMyRouteData()`.

Thanks",asp.net-mvc,asp.net-mvc-3,route,,,,open,0,61,7,"Generate a URL From Route Data ONLY I'm trying to do something simple in ASP.NET MVC:

    RouteValuesDictionary routeValues = GetMyRouteData();
    var url = new UrlHelper(Html.ViewContext.RequestContext);
    return url.RouteUrl(routeValues);


The problem is that no matter what I do, the url includes route data from the current request context. I want to generate a URL based on ONLY the route values from `GetMyRouteData()`.

Thanks",3
3747861,09/19/2010 23:12:45,400861,08/05/2009 20:06:53,1691,46,2010 Beginners guide to fluent nHibernate,"I need some tutorials on how to get started with nHibernate and Fluent nHibernate. I'm coming from an Entity Framework background (which seems easier to use). I've tried sites like [http://www.summerofnhibernate.com/][1] to get a grasp on nHibernate itself, but it seems outdated.

I'd like to generate a mapping of my database tables (al la Entity Framework), and do simple CRUD using nHibernate. I'm also using ASP.NET MVC and Visual studio 2010. Thanks.


  [1]: http://www.summerofnhibernate.com/",asp.net-mvc,nhibernate,fluent-nhibernate,,,,open,0,74,6,"2010 Beginners guide to fluent nHibernate I need some tutorials on how to get started with nHibernate and Fluent nHibernate. I'm coming from an Entity Framework background (which seems easier to use). I've tried sites like [http://www.summerofnhibernate.com/][1] to get a grasp on nHibernate itself, but it seems outdated.

I'd like to generate a mapping of my database tables (al la Entity Framework), and do simple CRUD using nHibernate. I'm also using ASP.NET MVC and Visual studio 2010. Thanks.


  [1]: http://www.summerofnhibernate.com/",3
1307279,08/20/2009 16:14:08,109251,05/19/2009 08:56:17,61,7,ap.net MVC creating my own routes,"hi i am trying to create a URL that looks like this:

black/granite/worktops

where the black and granite will change so i have tried to create my own routes in global.asax.cs like so:

     routes.MapRoute(""Kitchen"", ""kitchen/[color]/[surface]/[type]"",
                            new {controller = ""kitchen"", action = ""surface""});

changing the URL to kitchen/black/granite/worktops

this way i thought i could create a controller called kitchen with an action called surface
my code for this looks like so:

    public ActionResult surface(string color, string surface, string type)
        {
            ViewData[""color""] = color;
            ViewData[""surface""] = surface;
            ViewData[""type""] = type;
            return View();
        }

however i cant seem to get it to work, i get the error 404 for this URL despite my custom mapping, can anyone point me in the direction of reading, i have been reading this page here: http://weblogs.asp.net/scottgu/archive/2007/12/03/asp-net-mvc-framework-part-2-url-routing.aspx

this is what gave me the idea, as he has query and page the code is a little owt of date as i am using MVC preview 2

many thanks",asp.net-mvc,asp.net,c#,mvc,,,open,0,243,6,"ap.net MVC creating my own routes hi i am trying to create a URL that looks like this:

black/granite/worktops

where the black and granite will change so i have tried to create my own routes in global.asax.cs like so:

     routes.MapRoute(""Kitchen"", ""kitchen/[color]/[surface]/[type]"",
                            new {controller = ""kitchen"", action = ""surface""});

changing the URL to kitchen/black/granite/worktops

this way i thought i could create a controller called kitchen with an action called surface
my code for this looks like so:

    public ActionResult surface(string color, string surface, string type)
        {
            ViewData[""color""] = color;
            ViewData[""surface""] = surface;
            ViewData[""type""] = type;
            return View();
        }

however i cant seem to get it to work, i get the error 404 for this URL despite my custom mapping, can anyone point me in the direction of reading, i have been reading this page here: http://weblogs.asp.net/scottgu/archive/2007/12/03/asp-net-mvc-framework-part-2-url-routing.aspx

this is what gave me the idea, as he has query and page the code is a little owt of date as i am using MVC preview 2

many thanks",4
1818539,11/30/2009 08:34:04,430254,12/01/2008 08:35:21,1458,40,How to pass controller's ModelState to my service constructor with Autofac?,"I have a wrapper on ModelStateDictionary which all my services accept. Is it possible to configure the autofac to inject the controller ModelStateDictionary into the constructor of the wrapper and then inject it into service constructor?

    //code
    public class ModelValidation : IModelValidation { 
    public ModelValidation(ModelStateDictionary msd){...}
    ..
    ..
    }
    
    public class CustomerService{
    public CustomerService(IModelValidation mv){...}
    ..
    }


Thanks",asp.net-mvc,autofac,,,,,open,0,92,11,"How to pass controller's ModelState to my service constructor with Autofac? I have a wrapper on ModelStateDictionary which all my services accept. Is it possible to configure the autofac to inject the controller ModelStateDictionary into the constructor of the wrapper and then inject it into service constructor?

    //code
    public class ModelValidation : IModelValidation { 
    public ModelValidation(ModelStateDictionary msd){...}
    ..
    ..
    }
    
    public class CustomerService{
    public CustomerService(IModelValidation mv){...}
    ..
    }


Thanks",2
7468674,09/19/2011 09:13:41,490018,10/28/2010 11:21:45,137,12,jqGrid: selected IDs are lost after changing the filter,"I am implementing the functionality described at [the question][1].

I have looked through [the jqGrid examples][2].
See Advanced -> Multi Select.

There is the problem, the checkboxes' selection is reset when you change the filter, so selected IDs are reset. How to store all selected IDs despite the filter change?

  [1]: http://stackoverflow.com/questions/7464138/user-groups-management
  [2]: http://trirand.com/blog/jqgrid/jqgrid.html",asp.net-mvc,jqgrid,,,,,open,0,53,9,"jqGrid: selected IDs are lost after changing the filter I am implementing the functionality described at [the question][1].

I have looked through [the jqGrid examples][2].
See Advanced -> Multi Select.

There is the problem, the checkboxes' selection is reset when you change the filter, so selected IDs are reset. How to store all selected IDs despite the filter change?

  [1]: http://stackoverflow.com/questions/7464138/user-groups-management
  [2]: http://trirand.com/blog/jqgrid/jqgrid.html",2
6235576,06/04/2011 08:05:53,757491,05/17/2011 13:58:05,8,0,"Entity Framework Connection Error ""Cannot open database ""DB"" requested by the login. The login failed""...","I am using Entity Framework in .NET MVC 3.0 and use Code First method.
And I used a .MDF file for database and also use ""DropCreateDatabaseIfModelChanges"" to generate database automatically after every change.

My application works correct, but when I open database from Server Explorer in VS, then my application gives an error:

> Cannot open database ""DB"" requested
> by the login. The login failed. Login
> failed for user 'Mahdi-PC\Mahdi

Could you help me?!",asp.net-mvc,entity-framework,,,,,open,0,70,15,"Entity Framework Connection Error ""Cannot open database ""DB"" requested by the login. The login failed""... I am using Entity Framework in .NET MVC 3.0 and use Code First method.
And I used a .MDF file for database and also use ""DropCreateDatabaseIfModelChanges"" to generate database automatically after every change.

My application works correct, but when I open database from Server Explorer in VS, then my application gives an error:

> Cannot open database ""DB"" requested
> by the login. The login failed. Login
> failed for user 'Mahdi-PC\Mahdi

Could you help me?!",2
1090409,07/07/2009 04:52:24,90922,04/15/2009 03:45:48,87,1,Deploying asp.net mvc iis6.0 how to change route TO include .aspx,"This is my routing tables where do I put the various '.aspx' registrations?

    //Turns off the unnecessary file exists check
    this._Routes.RouteExistingFiles = true;
    
    //Ignore text, html, xml files.
    this._Routes.IgnoreRoute(""{file}.txt"");
    this._Routes.IgnoreRoute(""{file}.htm"");
    this._Routes.IgnoreRoute(""{file}.html"");
    this._Routes.IgnoreRoute(""{file}.xml"");
    
    //Ignore axd files such as assest, image, sitemap etc
    this._Routes.IgnoreRoute(""{resource}.axd/{*pathInfo}"");
    
    //Ignore the assets directory which contains images, js, css & html
    this._Routes.IgnoreRoute(""Assets/{*pathInfo}"");
    
    //Ignore the error directory which contains error pages
    this._Routes.IgnoreRoute(""ErrorPages/{*pathInfo}"");
    
    //Exclude favicon (google toolbar request gif file as fav icon)
    this._Routes.IgnoreRoute(""{*favicon}"", new { favicon = @""(.*/)?favicon.([iI][cC][oO]|[gG][iI][fF])(/.*)?"" });
    
    //Photo routes
    this._Routes.MapRoute(""PhotoAssets"", ""Photos/Photo/{photoId}/Size/{photoSizeClassificationId}"", MVC.Photo.Photo(0, null));
    
    //Handles department profile routes 
    this._Routes.MapRoute(""WorkerProfileLeader"", ""Department/{departmentId}/Worker/Profile/Leader/List/{viewType}"", MVC.WorkerProfile.List(PersonType.Leader, """", DisplayViewType.SummaryThumbnailList));
    this._Routes.MapRoute(""WorkerProfile"", ""Department/{departmentId}/Worker/Profile/{personType}/List/{viewType}"", MVC.WorkerProfile.List(PersonType.Pleb, """", DisplayViewType.ThumbnailGrid));
    this._Routes.MapRoute(""WorkerProfilePerson"", ""Department/{departmentId}/Worker/Profile/{personType}/Detail/{personId}"", MVC.WorkerProfile.Detail(PersonType.Pleb, """", """"));
     
    //Default route mapping
    this._Routes.MapRoute(""Start"", ""Default.aspx"", MVC.Home.Index());
    this._Routes.MapRoute(""Default"", ""{controller}/{action}"", MVC.Home.Index());

Cheers
Anthony",asp.net-mvc,url-routing,mvc,asp.net,,,open,0,220,11,"Deploying asp.net mvc iis6.0 how to change route TO include .aspx This is my routing tables where do I put the various '.aspx' registrations?

    //Turns off the unnecessary file exists check
    this._Routes.RouteExistingFiles = true;
    
    //Ignore text, html, xml files.
    this._Routes.IgnoreRoute(""{file}.txt"");
    this._Routes.IgnoreRoute(""{file}.htm"");
    this._Routes.IgnoreRoute(""{file}.html"");
    this._Routes.IgnoreRoute(""{file}.xml"");
    
    //Ignore axd files such as assest, image, sitemap etc
    this._Routes.IgnoreRoute(""{resource}.axd/{*pathInfo}"");
    
    //Ignore the assets directory which contains images, js, css & html
    this._Routes.IgnoreRoute(""Assets/{*pathInfo}"");
    
    //Ignore the error directory which contains error pages
    this._Routes.IgnoreRoute(""ErrorPages/{*pathInfo}"");
    
    //Exclude favicon (google toolbar request gif file as fav icon)
    this._Routes.IgnoreRoute(""{*favicon}"", new { favicon = @""(.*/)?favicon.([iI][cC][oO]|[gG][iI][fF])(/.*)?"" });
    
    //Photo routes
    this._Routes.MapRoute(""PhotoAssets"", ""Photos/Photo/{photoId}/Size/{photoSizeClassificationId}"", MVC.Photo.Photo(0, null));
    
    //Handles department profile routes 
    this._Routes.MapRoute(""WorkerProfileLeader"", ""Department/{departmentId}/Worker/Profile/Leader/List/{viewType}"", MVC.WorkerProfile.List(PersonType.Leader, """", DisplayViewType.SummaryThumbnailList));
    this._Routes.MapRoute(""WorkerProfile"", ""Department/{departmentId}/Worker/Profile/{personType}/List/{viewType}"", MVC.WorkerProfile.List(PersonType.Pleb, """", DisplayViewType.ThumbnailGrid));
    this._Routes.MapRoute(""WorkerProfilePerson"", ""Department/{departmentId}/Worker/Profile/{personType}/Detail/{personId}"", MVC.WorkerProfile.Detail(PersonType.Pleb, """", """"));
     
    //Default route mapping
    this._Routes.MapRoute(""Start"", ""Default.aspx"", MVC.Home.Index());
    this._Routes.MapRoute(""Default"", ""{controller}/{action}"", MVC.Home.Index());

Cheers
Anthony",4
