PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus,OpenStatusInt,BodyLength,TitleLength,TitleConcatWithBody,NumberOfTags
7828273,10/19/2011 21:16:23,978721,10/04/2011 15:00:20,3,0,Urgent .htaccess help?,"I really need some help on a HTACCESS file - if someone could help me it would be very much appreciated.

All I want to do is redirect any request to the folder /test/

So if you go to my website http://www.example.com, I want it to auto-redirect via the HTACCESS file to /test/ directory!

Every time I try to do it, it causes a redirect loop! Help! :(

If anyone has any idea of how exactly I could do this it would be much appreciated.

Thanks for you're help.",apache,.htaccess,,,,07/17/2012 18:15:03,off topic,1,84,3,"Urgent .htaccess help? I really need some help on a HTACCESS file - if someone could help me it would be very much appreciated.

All I want to do is redirect any request to the folder /test/

So if you go to my website http://www.example.com, I want it to auto-redirect via the HTACCESS file to /test/ directory!

Every time I try to do it, it causes a redirect loop! Help! :(

If anyone has any idea of how exactly I could do this it would be much appreciated.

Thanks for you're help.",2
5466166,03/28/2011 23:19:08,278337,02/21/2010 22:59:28,165,19,Help with double mod_rewrite,"After asking this question: http://stackoverflow.com/questions/5464481/clean-urls-for-search-query I tried something with mod_rewrite:

    RewriteCond %{QUERY_STRING} ^s=([a-z]+)$ [NC]
    RewriteRule / /s/$1? [NC,R=301,L]
    
    RewriteRule ^s/([a-z]+)$ /?s=$1 [NC,L]

What's the goal?

1. Redirect http://example.com/?s=query to http://example.com/s/query
2. Rewrite http://example.com/s/query to http://example.com/?s=query

This looks like double work but if you take a good look you see what I try to accomplish:

 1. Redirect any search querystring to a cleaner equivalent (be it a form, or somebody typing it in directly)
 2. Rewrite (not redirect) that URL back to dynamic querystring so that I can get it with PHP via $_GET

If I think about it like this it should be possible. **So I would like to seek the help of the experienced mod rewriter to help me out with this one.**

Number 2 works but that's it.",apache,.htaccess,mod-rewrite,redirect,query-string,,open,0,137,4,"Help with double mod_rewrite After asking this question: http://stackoverflow.com/questions/5464481/clean-urls-for-search-query I tried something with mod_rewrite:

    RewriteCond %{QUERY_STRING} ^s=([a-z]+)$ [NC]
    RewriteRule / /s/$1? [NC,R=301,L]
    
    RewriteRule ^s/([a-z]+)$ /?s=$1 [NC,L]

What's the goal?

1. Redirect http://example.com/?s=query to http://example.com/s/query
2. Rewrite http://example.com/s/query to http://example.com/?s=query

This looks like double work but if you take a good look you see what I try to accomplish:

 1. Redirect any search querystring to a cleaner equivalent (be it a form, or somebody typing it in directly)
 2. Rewrite (not redirect) that URL back to dynamic querystring so that I can get it with PHP via $_GET

If I think about it like this it should be possible. **So I would like to seek the help of the experienced mod rewriter to help me out with this one.**

Number 2 works but that's it.",5
10359627,04/28/2012 00:58:22,851097,07/19/2011 01:57:42,337,0,Ubuntu and Virtual Hosting,"So I have the directory /var/www/pancake

i want to be able to view that directory by going to ipaddress/~pancake (where ipaddress is my ip address or 173.567... 

How can I set that up using Apache on Ubuntu?

I'm thinking virtual host is the way to go...",apache,ubuntu,,,,04/28/2012 05:32:40,off topic,1,44,4,"Ubuntu and Virtual Hosting So I have the directory /var/www/pancake

i want to be able to view that directory by going to ipaddress/~pancake (where ipaddress is my ip address or 173.567... 

How can I set that up using Apache on Ubuntu?

I'm thinking virtual host is the way to go...",2
4558629,12/29/2010 23:01:26,128967,06/25/2009 17:20:14,407,15,mod_rewrite not behaving nicely,"I have a simple project in which I'm attempting to do some rewriting of URLs to point to a couple PHP scripts.

My current path on the server is /project/engine, and I've dropped an .htaccess file in that directory to perform my rewriting:

    RewriteEngine On
    RewriteRule ^(get|post)/(\w+)$ $1.$2.php

It's a pretty simple rewrite. I'm basically looking to rewrite a URL like this: `/project/engine/get/class` to this: `/project/engine/get.class.php`.

Can anyone spot the error here? If I try accessing the URL in a web browser, I get a 404 and the following error in Apache error log:

    [Wed Dec 29 14:57:17 2010] [error] [client 127.0.0.1] Negotiation: discovered file(s) matching request: /var/www/project/engine/get (None could be negotiated).

My apache configuration file looks like the following:

    <VirtualHost *:80>
	    ServerAdmin webmaster@localhost

	    DocumentRoot /var/www
	    <Directory />
		    Options FollowSymLinks
		    AllowOverride None
	    </Directory>
    
	    <Directory /var/www/>
		    Options Indexes FollowSymLinks MultiViews
		    AllowOverride None
		    Order allow,deny
		    allow from all
	    </Directory>

	    ScriptAlias /cgi-bin/ /usr/lib/cgi-bin/
	    <Directory ""/usr/lib/cgi-bin"">
		    AllowOverride None
		    Options +ExecCGI -MultiViews +SymLinksIfOwnerMatch
		    Order allow,deny
		    Allow from all
	    </Directory>

	    ErrorLog /var/log/apache2/error.log

	    # Possible values include: debug, info, notice, warn, error, crit,
	    # alert, emerg.
	    LogLevel warn

	    CustomLog /var/log/apache2/access.log combined

        Alias /doc/ ""/usr/share/doc/""
        <Directory ""/usr/share/doc/"">
            Options Indexes MultiViews FollowSymLinks
            AllowOverride None
            Order deny,allow
            Deny from all
            Allow from 127.0.0.0/255.0.0.0 ::1/128
        </Directory>
    </VirtualHost>",apache,mod-rewrite,,,,,open,0,369,4,"mod_rewrite not behaving nicely I have a simple project in which I'm attempting to do some rewriting of URLs to point to a couple PHP scripts.

My current path on the server is /project/engine, and I've dropped an .htaccess file in that directory to perform my rewriting:

    RewriteEngine On
    RewriteRule ^(get|post)/(\w+)$ $1.$2.php

It's a pretty simple rewrite. I'm basically looking to rewrite a URL like this: `/project/engine/get/class` to this: `/project/engine/get.class.php`.

Can anyone spot the error here? If I try accessing the URL in a web browser, I get a 404 and the following error in Apache error log:

    [Wed Dec 29 14:57:17 2010] [error] [client 127.0.0.1] Negotiation: discovered file(s) matching request: /var/www/project/engine/get (None could be negotiated).

My apache configuration file looks like the following:

    <VirtualHost *:80>
	    ServerAdmin webmaster@localhost

	    DocumentRoot /var/www
	    <Directory />
		    Options FollowSymLinks
		    AllowOverride None
	    </Directory>
    
	    <Directory /var/www/>
		    Options Indexes FollowSymLinks MultiViews
		    AllowOverride None
		    Order allow,deny
		    allow from all
	    </Directory>

	    ScriptAlias /cgi-bin/ /usr/lib/cgi-bin/
	    <Directory ""/usr/lib/cgi-bin"">
		    AllowOverride None
		    Options +ExecCGI -MultiViews +SymLinksIfOwnerMatch
		    Order allow,deny
		    Allow from all
	    </Directory>

	    ErrorLog /var/log/apache2/error.log

	    # Possible values include: debug, info, notice, warn, error, crit,
	    # alert, emerg.
	    LogLevel warn

	    CustomLog /var/log/apache2/access.log combined

        Alias /doc/ ""/usr/share/doc/""
        <Directory ""/usr/share/doc/"">
            Options Indexes MultiViews FollowSymLinks
            AllowOverride None
            Order deny,allow
            Deny from all
            Allow from 127.0.0.0/255.0.0.0 ::1/128
        </Directory>
    </VirtualHost>",2
10522005,05/09/2012 18:31:02,628859,02/22/2011 18:23:18,2362,189,Make ColdFusion on Ubuntu case-insensitive,"I've installed apache2 and ColdFusion 9 on an Ubuntu 12.04 box. I've already use the CheckSpelling mod in Apache to disable case-sensitive URLs and other paths that Apache is responsible for.

Now, keep in mind, I'm working with about 4GB of legacy code (about 6 years worth) and very little is up to convention. The coders before me were not concerned with case sensitivity, seeing as how the application was hosted on a Windows Box. For the most part, ColdFusion is behaving with `<cfinclude>` and `CreateObject`, but it seems like `<cfinvoke>` (which is used quite often in the codebase) is still case sensitive.

Now, I've tried the method of moving the code onto a vfat partition, but what I ran into was a whole bunch of encoding issues with filenames (we deal with foreign companies and get a lot of special characters). Deleting and/or renaming the files would be cumbersome, as most are also referred to in the MySQL database, and would have to be modified there as well. So recoding is somewhat of a nightmare. 

So, I'm curious if ColdFusion has any special flags when running on Linux to be case insensitive, or if there is another method for making this all come together?",apache,ubuntu,coldfusion,coldfusion-9,case-sensitive,,open,0,203,5,"Make ColdFusion on Ubuntu case-insensitive I've installed apache2 and ColdFusion 9 on an Ubuntu 12.04 box. I've already use the CheckSpelling mod in Apache to disable case-sensitive URLs and other paths that Apache is responsible for.

Now, keep in mind, I'm working with about 4GB of legacy code (about 6 years worth) and very little is up to convention. The coders before me were not concerned with case sensitivity, seeing as how the application was hosted on a Windows Box. For the most part, ColdFusion is behaving with `<cfinclude>` and `CreateObject`, but it seems like `<cfinvoke>` (which is used quite often in the codebase) is still case sensitive.

Now, I've tried the method of moving the code onto a vfat partition, but what I ran into was a whole bunch of encoding issues with filenames (we deal with foreign companies and get a lot of special characters). Deleting and/or renaming the files would be cumbersome, as most are also referred to in the MySQL database, and would have to be modified there as well. So recoding is somewhat of a nightmare. 

So, I'm curious if ColdFusion has any special flags when running on Linux to be case insensitive, or if there is another method for making this all come together?",5
7143075,08/22/2011 04:09:16,905225,08/22/2011 04:09:16,1,0,Creating router configuration page for custom built router,"I wanted to create a router configuration page from scratch. I first want it to be very basic. For example you plug in your lan cable to the router from your computer and you type in something along the lines of 192.168.0.1 into your webbrowser and it takes the home screen of the configuration page. Anyone know where I can find tutorials how to do this, or where if someone can recommend how to get started?

Cheers",apache,web-applications,webpage,router,,08/22/2011 06:47:07,not a real question,1,76,8,"Creating router configuration page for custom built router I wanted to create a router configuration page from scratch. I first want it to be very basic. For example you plug in your lan cable to the router from your computer and you type in something along the lines of 192.168.0.1 into your webbrowser and it takes the home screen of the configuration page. Anyone know where I can find tutorials how to do this, or where if someone can recommend how to get started?

Cheers",4
10655993,05/18/2012 16:02:40,1252885,03/06/2012 17:45:51,1,0,Apache HTTP Web Server Going Down Temporarily When Ubuntu 12.04 is Idle,"For purely test reasons, I have installed Apache Web Server 2.2 on Ubuntu 12.04 LTS Desktop. I am running a single index.html file from there. The Apache Server is hosted on a public IP and thus accessible from outside my LAN.

Whenever there is no activity in Ubuntu for more than 15 minutes, the Apache Server becomes in active and thus the page cannot be accessed. It throws the page cannot be accessed error.

If I do a mouse movement or any other minor activity, the server comes back alive on its own.

What could be the source of this problem?",apache,http,ubuntu,,,,open,0,98,12,"Apache HTTP Web Server Going Down Temporarily When Ubuntu 12.04 is Idle For purely test reasons, I have installed Apache Web Server 2.2 on Ubuntu 12.04 LTS Desktop. I am running a single index.html file from there. The Apache Server is hosted on a public IP and thus accessible from outside my LAN.

Whenever there is no activity in Ubuntu for more than 15 minutes, the Apache Server becomes in active and thus the page cannot be accessed. It throws the page cannot be accessed error.

If I do a mouse movement or any other minor activity, the server comes back alive on its own.

What could be the source of this problem?",3
10777775,05/27/2012 22:37:19,1420669,05/27/2012 22:25:40,1,0,Apache 403 forbidden. www-data cannot acces directory with 777,"403 Forbidden and ls (www-data)

I tryed everything, all the solutions posted here and on others sites.
chmod -R 777 *
but if I do:

su www-data
ls /var/www/site/default

it says: ls: cannot access /var/www/site/default: Permission denied

Site was up. Something happened. I removed all new configurations but nothing happens. 
www-data still can't read default, but site!!
site and default have the same permissions and owners! 

Please, help me.
D.

",apache,denied,,,,05/28/2012 08:38:48,too localized,1,61,9,"Apache 403 forbidden. www-data cannot acces directory with 777 403 Forbidden and ls (www-data)

I tryed everything, all the solutions posted here and on others sites.
chmod -R 777 *
but if I do:

su www-data
ls /var/www/site/default

it says: ls: cannot access /var/www/site/default: Permission denied

Site was up. Something happened. I removed all new configurations but nothing happens. 
www-data still can't read default, but site!!
site and default have the same permissions and owners! 

Please, help me.
D.

",2
259369,11/03/2008 17:33:35,33554,11/03/2008 03:29:36,1,4,Apache modrewrite .htaccess question,"I want to be able to rewrite a URL from:

http://example.com/location/New York, NY  -->  http://example.com/location/index.html?location=""New York, NY""

AND/OR

http://example.com/location/90210  -->  http://example.com/location/index.html?location=90210`

AND/OR

http://example.com/location/Texas` --> http://example.com/location/index.html?location=Texas


Basically

http://example.com/location/ANYTHING....  -->  http://example.com/location/index.html?location=ANYTHING...`


using `.htaccess` and mod_rewrite.

Anyone know how to do this?

I have tried:

    Options +FollowSymLinks
    RewriteEngine on
    RewriteRule ^location/(.*)$ /location/index.html?location=$1

But that doesn't work when I go to either the direct link:

http://example.com/location/index.html?location?=Houston, TX 

or the ""pretty url"" link:

http://example.com/location/Houston, TX

it cause an Apache ""Internal Server Error""

I have also tried:

    RewriteEngine on
    RewriteCond %{REQUEST_URI} !location/index.html
    RewriteRule ^location/(.*)$ /location/index.html?location=$1

That does **not** cause an Internal Server error like the previous example, but it not passing the GET location variable to the /location/index.html page when you use the ""pretty url"" (e.g. http://example.com/location/90210).  I know this b/c when I echo out to the screen the location GET variable when the long url is used, it's set but when the pretty (short) url is used, the location GET variable is undefined.

Thanks in advance
",apache,.htaccess,mod-rewrite,url-rewriting,,03/17/2012 23:52:02,off topic,1,169,4,"Apache modrewrite .htaccess question I want to be able to rewrite a URL from:

http://example.com/location/New York, NY  -->  http://example.com/location/index.html?location=""New York, NY""

AND/OR

http://example.com/location/90210  -->  http://example.com/location/index.html?location=90210`

AND/OR

http://example.com/location/Texas` --> http://example.com/location/index.html?location=Texas


Basically

http://example.com/location/ANYTHING....  -->  http://example.com/location/index.html?location=ANYTHING...`


using `.htaccess` and mod_rewrite.

Anyone know how to do this?

I have tried:

    Options +FollowSymLinks
    RewriteEngine on
    RewriteRule ^location/(.*)$ /location/index.html?location=$1

But that doesn't work when I go to either the direct link:

http://example.com/location/index.html?location?=Houston, TX 

or the ""pretty url"" link:

http://example.com/location/Houston, TX

it cause an Apache ""Internal Server Error""

I have also tried:

    RewriteEngine on
    RewriteCond %{REQUEST_URI} !location/index.html
    RewriteRule ^location/(.*)$ /location/index.html?location=$1

That does **not** cause an Internal Server error like the previous example, but it not passing the GET location variable to the /location/index.html page when you use the ""pretty url"" (e.g. http://example.com/location/90210).  I know this b/c when I echo out to the screen the location GET variable when the long url is used, it's set but when the pretty (short) url is used, the location GET variable is undefined.

Thanks in advance
",4
10452969,05/04/2012 16:51:01,793024,06/10/2011 15:51:36,1133,80,Separate access log to folder in Apache,"Is there any way to make Apache to create a separate access log for a single folder.

Let's say I have some files in this folder, which will be accessed very often so I don't want to use any scripts.

This way I'll make a script that reads entries from the log file.

Lets assume we have

    /folder
    /folder/often_access.txt
    /folder/often_access.exe

and I'd like Apache to keep access log of these files in:

    /folder/log/often_access.May2012.log

Ideally it'll work with roatation.",apache,log,access,,,05/04/2012 21:27:18,off topic,1,85,7,"Separate access log to folder in Apache Is there any way to make Apache to create a separate access log for a single folder.

Let's say I have some files in this folder, which will be accessed very often so I don't want to use any scripts.

This way I'll make a script that reads entries from the log file.

Lets assume we have

    /folder
    /folder/often_access.txt
    /folder/often_access.exe

and I'd like Apache to keep access log of these files in:

    /folder/log/often_access.May2012.log

Ideally it'll work with roatation.",3
3408664,08/04/2010 18:36:21,230923,12/14/2009 01:47:05,3,1,How to Detect and Redirect from URL with Anchor Using mod_rewrite/htaccess?,"I've seen a number of examples of the opposite, but I'm looking to go from an anchor/hash URL to a non-anchor URL, like so:

    From: http://old.swfaddress-site.com/#/page/name
    To:   http://new.html-site.com/page/name

None of the examples at http://karoshiethos.com/2008/07/25/handling-urlencoded-swfaddress-links-with-mod_rewrite/ have functioned for me. It sounds like `REQUEST_URI` has the `/#/stuff` in it, but neither me nor my Apache (2.0.54) see it.

Any ideas, past experiences or successes?",apache,.htaccess,mod-rewrite,anchor,swfaddress,,open,0,68,11,"How to Detect and Redirect from URL with Anchor Using mod_rewrite/htaccess? I've seen a number of examples of the opposite, but I'm looking to go from an anchor/hash URL to a non-anchor URL, like so:

    From: http://old.swfaddress-site.com/#/page/name
    To:   http://new.html-site.com/page/name

None of the examples at http://karoshiethos.com/2008/07/25/handling-urlencoded-swfaddress-links-with-mod_rewrite/ have functioned for me. It sounds like `REQUEST_URI` has the `/#/stuff` in it, but neither me nor my Apache (2.0.54) see it.

Any ideas, past experiences or successes?",5
